split,condition_id,query_text,status,available_positive,available_negative,unknown,positive_target,negative_target,positive_pairs,negative_pairs,hard_negative_pairs,random_negative_pairs
val,LOC19,自車の右隣の車線に自転車がいる画像,below_target,8,392,100,10,5,8,5,3,2
val,LOC20,対向車線に自転車がいる画像,no_positive,0,399,101,10,5,0,0,0,0
val,LOC21,自車と同じ車線にバイクがいる画像,targets_met,11,401,88,10,5,10,5,3,2
val,LOC22,自車の左隣の車線にバイクがいる画像,below_target,3,409,88,10,5,3,5,3,2
val,LOC23,自車の右隣の車線にバイクがいる画像,below_target,3,409,88,10,5,3,5,3,2
val,LOC24,対向車線にバイクがいる画像,below_target,4,408,88,10,5,4,5,3,2
val,LOC25,歩道上に歩行者がいる画像,targets_met,115,309,76,10,5,10,5,3,2
val,LOC26,横断歩道上に歩行者がいる画像,targets_met,31,367,102,10,5,10,5,3,2
val,LOC27,車道上に歩行者がいる画像,targets_met,74,332,94,10,5,10,5,3,2
val,OBJ01,車がいる画像,targets_met,473,23,4,10,5,10,5,0,5
val,OBJ02,バスがいる画像,targets_met,57,363,80,10,5,10,5,0,5
val,OBJ03,トラックがいる画像,targets_met,153,279,68,10,5,10,5,0,5
val,OBJ04,バンがいる画像,targets_met,127,299,74,10,5,10,5,3,2
val,OBJ05,歩行者がいる画像,targets_met,158,272,70,10,5,10,5,1,4
val,OBJ06,自転車がいる画像,targets_met,46,373,81,10,5,10,5,3,2
val,OBJ07,バイクがいる画像,targets_met,24,392,84,10,5,10,5,3,2
val,ORI01,こちらに正面を向けた車がいる画像,targets_met,165,203,132,10,5,10,5,3,2
val,ORI02,後ろ姿が見える車がいる画像,targets_met,407,76,17,10,5,10,5,1,4
val,ORI03,こちらに正面を向けたバスがいる画像,below_target,3,416,81,10,5,3,5,3,2
val,ORI04,後ろ姿が見えるバスがいる画像,targets_met,36,384,80,10,5,10,5,3,2
val,ORI05,こちらに正面を向けたトラックがいる画像,targets_met,22,395,83,10,5,10,5,3,2
val,ORI06,後ろ姿が見えるトラックがいる画像,targets_met,94,330,76,10,5,10,5,3,2
val,ORI07,こちらに正面を向けたバンがいる画像,targets_met,16,394,90,10,5,10,5,3,2
val,ORI08,後ろ姿が見えるバンがいる画像,targets_met,91,328,81,10,5,10,5,3,2
val,ORI09,こちらに正面を向けた自転車がいる画像,below_target,6,409,85,10,5,6,5,3,2
val,ORI10,後ろ姿が見える自転車がいる画像,targets_met,20,397,83,10,5,10,5,3,2
val,ORI11,こちらに正面を向けたバイクがいる画像,below_target,4,411,85,10,5,4,5,3,2
val,ORI12,後ろ姿が見えるバイクがいる画像,targets_met,15,400,85,10,5,10,5,3,2
val,POS01,画面左に車がいる画像,targets_met,304,135,61,10,5,10,5,3,2
val,POS02,画面中央に車がいる画像,targets_met,378,96,26,10,5,10,5,3,2
val,POS03,画面右に車がいる画像,targets_met,218,184,98,10,5,10,5,3,2
val,POS04,画面左にバスがいる画像,targets_met,18,402,80,10,5,10,5,3,2
val,POS05,画面中央にバスがいる画像,targets_met,27,393,80,10,5,10,5,3,2
val,POS06,画面右にバスがいる画像,targets_met,17,402,81,10,5,10,5,3,2
val,POS07,画面左にトラックがいる画像,targets_met,54,369,77,10,5,10,5,3,2
val,POS08,画面中央にトラックがいる画像,targets_met,87,335,78,10,5,10,5,3,2
val,POS09,画面右にトラックがいる画像,targets_met,41,379,80,10,5,10,5,3,2
val,POS10,画面左にバンがいる画像,targets_met,40,370,90,10,5,10,5,3,2
val,POS11,画面中央にバンがいる画像,targets_met,62,350,88,10,5,10,5,3,2
val,POS12,画面右にバンがいる画像,targets_met,32,382,86,10,5,10,5,3,2
val,POS13,画面左に歩行者がいる画像,targets_met,53,352,95,10,5,10,5,3,2
val,POS14,画面中央に歩行者がいる画像,targets_met,95,320,85,10,5,10,5,3,2
val,POS15,画面右に歩行者がいる画像,targets_met,69,339,92,10,5,10,5,3,2
val,POS16,画面左に自転車がいる画像,targets_met,15,403,82,10,5,10,5,3,2
val,POS17,画面中央に自転車がいる画像,targets_met,16,401,83,10,5,10,5,3,2
val,POS18,画面右に自転車がいる画像,targets_met,17,400,83,10,5,10,5,3,2
val,POS19,画面左にバイクがいる画像,targets_met,11,404,85,10,5,10,5,3,2
val,POS20,画面中央にバイクがいる画像,targets_met,12,404,84,10,5,10,5,3,2
val,POS21,画面右にバイクがいる画像,below_target,4,412,84,10,5,4,5,3,2
val,R01,緊急車両がいる画像,targets_met,5,420,75,5,5,5,5,3,2
val,R02,列車が見える画像,below_target,2,415,83,5,5,2,5,3,2
val,R03,動物がいる画像,no_positive,0,416,84,5,5,0,0,0,0
val,ROAD01,市街地の道路の画像,targets_met,337,133,30,10,5,10,5,0,5
val,ROAD02,住宅街の道路の画像,targets_met,49,374,77,10,5,10,5,0,5
val,ROAD03,高速道路の画像,targets_met,59,430,11,10,5,10,5,3,2
val,ROAD04,田舎道の画像,below_target,9,479,12,10,5,9,5,3,2
val,ROAD05,トンネル内の画像,below_target,8,488,4,10,5,8,5,3,2
val,ROAD06,橋の上の道路の画像,targets_met,60,336,104,10,5,10,5,0,5
val,ROAD07,交差点が見える画像,targets_met,205,236,59,10,5,10,5,0,5
val,ROAD08,横断歩道が見える画像,targets_met,127,353,20,10,5,10,5,3,2
val,ROAD09,道路の工事区間が見える画像,targets_met,27,457,16,10,5,10,5,3,2
val,ROAD10,赤信号が見える画像,targets_met,98,365,37,10,5,10,5,3,2
val,ROAD11,青信号が見える画像,targets_met,155,306,39,10,5,10,5,3,2
val,ROAD12,黄信号が見える画像,targets_met,14,449,37,10,5,10,5,3,2
val,ROAD13,路面が濡れている画像,targets_met,76,406,18,10,5,10,5,0,5
val,ROAD14,路面に雪がある画像,targets_met,40,458,2,10,5,10,5,2,3
val,ROAD15,道路がカーブしている画像,targets_met,39,366,95,10,5,10,5,3,2
val,ROAD16,坂道の画像,below_target,5,341,154,10,5,5,5,3,2
val,X01,トラックより画面上で左に歩行者がいる画像,targets_met,30,384,86,5,5,5,5,3,2
val,X02,車がちょうど2台見える画像,targets_met,58,399,43,5,5,5,5,3,2
val,X03,歩行者が写っていない画像,targets_met,272,158,70,5,5,5,5,3,2
val,X04,バスまたはトラックがいる画像,targets_met,192,244,64,5,5,5,5,2,3
